text,category
"@buttercupashby @MaDaSaHaTtEr_17 I take the whole sura, microbrain. You make such statement trying to hide the barbarity of Islam.",racism
Here r translations of t Quranic verse that gives men the right to beat their wives and declares men superior. http://t.co/3piDnVkq2b #Islam,racism
"@congressman_aly Somewhere in the world Muslims are at war with Jews, Christians, Hindus, Buddhists, Taoists, Atheists, and anamists.",racism
@UmarFarooq_ ROFL.  No one with a brain will want a madrassa education.  Will they teach Mohammed's remedies? http://t.co/dxJ6oEj19B,racism
"RT @Dreamdefenders: Eric Holder from #ferguson: ""I understand that mistrust. I am the Attorney General, but I am also a Black Man"" http://t…",racism
@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 The Jews lived on 40% of Arabian peninsula before Mohammed began genocide.,racism
"@aliabdalhamid @izrinhariri In Islam, the only ""innocent souls"" are Muslims.  Anyone else is fair game for any abuse.",racism
"@nrllhkose @BBCPaulAdams Either that murdering scum wins or the murdering, sexist, genocidal Islamist scum wins.  Either way, scum wins.",racism
@Vandaliser @sajid_fairooz @IsraeliRegime Don't rely on a single case. Read the pact of Umar.,racism
@MaxBlumenthal Islamophobia - fear of this. http://t.co/Fewr2MFIqn,racism
"@Love___Egypt @washingtonpost Muslims kill 50 times that many innocent non Muslims every day, so I don't care.",racism
@Salon @TheMuslimGuy Do you think that the mindless little bozos at Salon understand that  Quran is full of bigotry. http://t.co/3JZwrONpWX,racism
@Politics_PR @FoxNews Islamic no go zones are common knowledge except to idiots like you. http://t.co/dBRMAzGlyF,racism
"RT @arrowsmithwoman: @sudixitca @KenRoth  It's a calculated Arab policy, to keep the Palestinians in a state of desperation to incite more …",racism
@zh_ha89 Islam does nothing but freeze the status of women to the 7th century.,racism
@discerningmumin That's idiotic. Not holding a sick terrorist god sacred is far from not holding anything sacred.,racism
"@palmeye @Rudd1971 Since 90% of Muslim civilians are killed by Muslim terrorists, you Avatar is just propaganda.",racism
"@yousufpoosuf @HillaryGuess Muslims are fighting Jews, Hindus, Buddhists, Christians, atheists and animists somewhere in the world.",racism
@ginnysimmons @femfreq Who cares? The only issue is are they guilt or innocent.  All the rest is race baiting by assholes like you.,racism
@MDBishop82 @railgirl1952 @LyndaG1963 @Coslopuss @MaxBlumenthal In fact Blumenthal's Palestinian friends behead gays.,racism
"@mirebotan84 @RamiAlLolah Considering what those ""local Arabs"" did to Kurds, Christians, Assyrians, Ezidiz, etc., who cares.",racism
@DawlatnaMansura The phony Allah worshiping madrassa rats will die at the hands of controllers a thousand miles away.,racism
"@ummayman90 Again, you miss the point that god is not interested in military rule, phony frauds like Mohammed who benefit from it are #Islam",racism
RT @Loretta778: @tdw1116 @Salon The terrorists themselves trumpet their allegiance to Allah and their religion. It's stupid to pretend away…,racism
@Nigzzzk Do you grovel on the ground and fear other people that you have a personal relationship with?,racism
"@congressman_aly I know that they force the same sexism, hatred and bigotry on their population that all Islamolunatics do.",racism
"RT @Damocles247: PLEASE SIGN THIS PETITION + RETWEET
http://t.co/aWQOOqVlp0  #BanIslam
@LordThinker @FuckTheShitUSay @ukipwton @VileIslam @…",racism
"@islam4libya5 @IslamRevlution @BintStranger No, Islam declared war on all humanity 1400 years ago. So all ""non believers"" despise Islam.",racism
"@MuhammedSajjad @MaxBlumenthal Blumenthal fights for Palestine which has no freedom of speech, has honor killings, and beheads gays.",racism
@HegartyKatie @femfreq Female engineers make 1.17 comp to male engineers. So without specific professional comparisons your info is useless.,racism
@Sayfudeeen Why do you complain?  Islam has been ethnic cleansing everybody for 1400 years.  Isn't it time to return the favor?,racism
@logicalmind11 And Islam is the cause of what the radicals are doing because the prophet Mohammed did the same things and they follow him.,racism
@sajid_fairooz @IsraeliRegime Not a single one was left in many gulf states.  And the process of their extermination continues.,racism
"@ZiOrim @_Median_ @RushetteNY @Banko40 And if someone risks their life to save me from a mass grave, they are welcome to my TV and toaster.",racism
"@TheKnowledge @NomCookiesNom Muslims are not a race, idiot, they are a cult of murder and terrorism. http://t.co/4wKPDIkzm8",racism
"RT @jemfleming: @riwired @GOP @VileIslam 'When the Muslim population in a region reaches a certain.. point, the agitation begins..' http://…",racism
@congressman_aly All of Islam is blinded by hatred. The religion was built on hatred and intimidation. http://t.co/jpqOlzJRGi,racism
@dankmtl Hard to get stupider than you. Still no change in ratios justified by anything Israel did.,racism
@OmarShakir91 @EatingMyPeaz Hamaz never stopped it's war on Israel.  Islam never stopped it's war on humanity.,racism
@SamihNewsam @MaxBlumenthal Both the Muslim men and their religious texts abuse women. http://t.co/KFlYgPtbQB,racism
"@IAmThe1Teacher I have no religion, but I can accommodate Jews, Hindus, Christians, Buddhists, Taoist, Atheists.  But Islam is too cancerous",racism
"RT @koda1950: @LeMarquand exactly WHAT has Islam EVER done other than subjugate women, kill and torture?!",racism
"RT @PatDollard: So-called terrorism is just jihad. That's why ""terrorists"" are called jihadis. Jihad is the core of Islam, not a perversion…",racism
@suranie Exactly.  Merkel is defending this.  And the protesters are called Islamophobes for being against it. http://t.co/08ZwRcTo88,racism
"@Salon @TheMuslimGuy So when the subject of Islam's relationship with terrorism comes up, they react like the empty morons they are.",racism
"@PoliticalAnt @Lithobolos @ZaibatsuNews All Muslims share an ideology that is spelled out as bigoted, sexist, imperialists, homophobic.",racism
@anjemchoudary Accepting the idea that Allah obsesses over how we take a dump shows just how utterly insane this inbred religion is.,racism
@normfinkelstein Max Blumenthal is bad mouthing you. Not enough room at the top for all the self genocidal Jews. #Israel #Palestine,racism
@buttercupashby @MaDaSaHaTtEr_17 Mohammed ran two Jewish tribes out of Medina and stole their property.,racism
"After watching the Shia militia beat a Peshmerga to death, I've concluded that they are animals, just like ISIS. #Islam #Iraq #Kobane",racism
"@harrietyarker They have been beheading Christians, Jews, Buddhist, Hindus, Ezidis, etc. for 1400 years. Their prophet did it from the start",racism
"@DianH4 Not only do that, but they can dump their wives, leaving them nothing, by saying three times, ""I Divorce you"". Barbaric.",racism
@YRohaibani @ajwatamr So you just blow off the ones murdered by the Islamists.  Using dead kids for your religious objectives.,racism
RT @CharlieDestries: Bill Maher Doubles Down on Islam: ‘Terrorists and the Mainstream Share A Lot of These Bad Ideas’ http://t.co/uQcmBQo1H…,racism
@CamilleHughes16 @anthfieg1 @_Watch_Observe_ How many times do I have to tell you that most Muslims are extremists. http://t.co/n4sK0jFvmf,racism
"@logicalmind11 No, but if you are following a Quran that has hatred and bigotry in it it makes you a hateful bigot.",racism
@mutaSawwif If you don't like hate then you will have to rewrite half of the Quran.,racism
One of the pedophile prophets big battles was the battle of the trench in Medina. ISIS are trying to imitate that trick with a Mosul trench.,racism
"@oldkhayyam @ardiem1m @MaxBlumenthal Yes, I hate Nazis too. Got a problem with that?",racism
@shamsmuna @ajwatamr Don't be an idiot. The Quran and the Hadith declared war on all mankind 1400 years ago. Time for mankind to declare war,racism
@buttercupashby @MaDaSaHaTtEr_17 Mohammed was a murderer who had people killed for disagreeing with him.,racism
@Clashoftherats I also know that you are lying because I have three translated Qurans that say the same thing as the translations I gave you,racism
@PhilipMills8 @PsychBarakat @jncatron Palestinians don't deserve any more dignity and peace than they are willing to give. And that is zero.,racism
@harmlesstree2 And then the pedophile sold all the women and children into slavery. And he is the model for Hamas and ISIS.,racism
@congressman_aly And maybe you are to stupid to see that the Muslim terrorist in Palestine murder more civilians that Israel.,racism
"@reza_rahman If Quran and Hadith are full of hatred and murder and if Muslims support Sharia, then the problem is Islam and screw leftists.",racism
RT @KobyKulater: @chezkig1 @georgegalloway Galloway shut your pointless gob you tart. You can't even think straight after being bought out …,racism
@ExposeFalsehood @ajwatamr The people who were killed were supporters of the Muslim Brotherhood.  Young terrorists in the making.,racism
@MaxBlumenthal @mehdirhasan Mohammed was a head chopper who beheaded 600 Jewish men in one day. Both ISIS and Hamas love beheading people.,racism
@AbouAliZarif @MaxBlumenthal So how much freedom of speech is there in Gaza? And do you Jew hating bigots write about that?,racism
"@Assiye61 That is a lot of disinformation. For example, there were never more than 5 million North American Indians. http://t.co/ErZxfNAOUt",racism
@JohnMannMP @JoRitson Muslims have been raping white girls with Labor's approval for 16 years. Any ukip just got there.,racism
@PaulieQw @PTISalarKhan @georgegalloway That's because the standard of comparison is to murdering Muslims.,racism
@B1236M @riwired @ilhaam673 @BasimaFaysal Look at the size of Israel.  And yet Muslims are slavering to destroy it. http://t.co/v8eV7D61eA,racism
@buellerishere @KellyTurner99 ISIS land and Mauritania. The birth place of Islam didn't give up slavery until 1965. Chechens still have it.,racism
"@nader_haq @MadDr11 No, that was just your pedophile prophet making excuses to slaughter them and steal their land and property.",racism
"@BenjaminNorton @uygaraktas Considering the endless stream of murders against minorities by Muslims, who cares.",racism
"@robert150254 @Ag_nostic @riwired @itsomar99 Mostly Old Testament, were its heroes attacked and slaughter every man, woman, child, animal",racism
RT @TheRightWingM: Giuliani watched his city attacked &amp; people jump to their deaths. He's entitled to say WTF he wants about the guy shield…,racism
@discerningmumin What are you talking about provocation? Islam declared war with the world.  That is more than enough provocation.,racism
@ExposeFalsehood @arabthomness But this is a good lesson that you can't win in the 21st century with ignorant madrassa rats.,racism
Kayla Mueller tried to help the Islamists with humanitarian aid and they showed how much they appreciated it by imprisoning her.  #Islam,racism
@NNdabbour64 And no one is entitled to a belief that denies other people their believes. http://t.co/pli8wePBsf,racism
@discerningmumin Killing people because they believe differently than you and express that is not an excuse for murder except among Muslims.,racism
@_d_n_verg_ @stevesalaita Look at this ranting lunatic Palestinian. Interesting what he tells us. https://t.co/8cmfoOZwxz,racism
@dankmtl If Israel had given Palestinians the right to return they would now be suffering the same fate of all minorities under Islam.,racism
"RT @steloudean: Articles: The Muslim Takeover of West Bengal http://t.co/tEeVCNjEWg Wherever Islam reaches critical mass in The West, conqu…",racism
"@truaemusic Okay, show me where Buddha or Lao Tse ever hurt anyone or advocated anyone be hurt.",racism
@ummayman90 Who knows if they criticized him?  He killed them.  And the things against him would never make it into the Sunnah.,racism
RT @mickk1954: #Christian #Jewish #Faith made #America not #ISLAM please take it back to the #SandPile and kill eachother #Dearbornistan no…,racism
